DB.ID,DB.REVISION,PUB.CitationKey,PUB.Title,PUB.Author,PUB.Year,PUB.Link,PUB.Citations,PUB.CitationsPerYear,META.Name,META.Description,META.SPECIFIC_NEW_USE_CASE,META.SCOPE,META.FOCUS,META.GOAL,META.TOPIC,META.SETTING,MAPPING.HAS_MAPPING,MAPPING.FROM,MAPPING.ORIGIN,MAPPING.TO,MAPPING.CONCEPT,MAPPING.REPRESENTATION,MAPPING.MEANING,MAPPING.LEVEL,OUTPUT.ACTIVATION,OUTPUT.TRANSITION_TO_FOREGROUND,OUTPUT.MODALITY,OUTPUT.ACCESS,OUTPUT.INFORMATION_BANDWIDTH,OUTPUT.TECH,OUTPUT.SIMILARITY,EVAL.HAS_EVALUATION,EVAL.SAMPLE_SIZE,EVAL.TIME_PERIOD,EVAL.SETTING,EVAL.STUDY_GROUP,EVAL.DEVSTAGE,EVAL.USABILITY,EVAL.COGNITIVE_LOAD,EVAL.CHANGED_BEHAVIOUR,META.PSYCHOLOGICAL_GROUNDING,OUTPUT.INFORMATION_PPP,OUTPUT.BACKGROUND_EMBEDDING,OUTPUT.CUSTOM_HARDWARE,OUTPUT.CUSTOM_HARDWARE_ISSUES,OUTPUT.REMOTE_UPDATABILITY,OUTPUT.TEMPORAL_CONTEXT,OUTPUT.UPDATE_DYNAMIC,OUTPUT.AESTHETIC_EMPHASIS
bc9bbtc76c5,1,altosaarAuraOrbSocialNotification2006,AuraOrb: Social Notification Appliance,"Altosaar, Mark and Vertegaal, Roel and Sohn, Changuk and Cheng, Daniel",2006,,35,2.4,AuraOrb,A glowing orb appliance that uses eye contact sensing to progressively notify users of incoming messages via ambient light and a ticker tape text display,YES,ADAIS,"PROTOTYPE,DEV,EVAL","NOTIFICATION,INCREASE_AWARENESS",SOCIAL,WORKPLACE,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,"LED,SCREEN",ARTIFICIAL,YES,8,HOURS,IN_LAB,"USERS,EXPERTS",PROTOTYPE,HEURISTIC_EVALUATION,[NA],[NA],NONE,"PUSH,PULL","PERIPHERAL_PLACEMENT,AUGMENTATION",YES,"FABRICATION,OTHER",NOT_MENTIONED,,,
bd4ju1n8k37,1,kilgourAmbientSpotlightQueryless2010,The Ambient Spotlight: Queryless Desktop Search from Meeting Speech,"Kilgour, Jonathan and Carletta, Jean and Renals, Steve",2010,,12,1.1,Ambient Spotlight,,,,PROTOTYPE,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
bd8m1j6wlol,1,sanchez-piSmartSolutionElders2009,A Smart Solution for Elders in Ambient Assisted Living,"Sánchez-Pi, Nayat and Molina, José Manuel",2009,,6,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdj7a7ooy5w,1,laueModelingSimulatingAmbient2010,Modeling and Simulating Ambient Assisted Living Environments – a Case Study,"Laue, Tim and Stahl, Christoph",2010,,7,0.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdr8worma7h,1,degraenAmbiPlantAmbientFeedback2020,AmbiPlant - Ambient Feedback for Digital Media through Actuated Plants,"Degraen, Donald and Schubhan, Marc and Mushkina, Kamila and Makhsadov, Akhmajon and Kosmalla, Felix and Zenner, André and Krüger, Antonio",2020,,,0,AmbiPlant,Actuated plant support structures placed beside a TV that move in synchrony with on-screen events to provide ambient feedback during digital media consumption,YES,ADAIS,"PROTOTYPE,EVAL,USECASE",OTHER,HEALTH,HOME,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,HOUSEHOLD,MEDIUM,SPEAKER,FAMILIAR,YES,21,HOURS,IN_LAB,USERS,PROTOTYPE,QUESTIONNAIRE,[NA],[NA],NONE,PUSH,CAMOUFLAGE,YES,NONE,NOT_MENTIONED,,,
bgcvwd4u5sr,1,novitzkyEthicsAmbientAssisted2016,Ethics of Ambient Assisted Living Technologies for Persons with Dementia,"Novitzky, P",2016,,3,0.7,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgh1dgqsfqh,1,doctorType2FuzzyEmbedded2005,A Type-2 Fuzzy Embedded Agent to Realise Ambient Intelligence in Ubiquitous Computing Environments,"DOCTOR, F and HAGRAS, H and CALLAGHAN, V",2005,,109,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgk6qyb1e6q,1,elliotLocationdependentInformationAppliances2007,Location-Dependent Information Appliances for the Home,"Elliot, Kathryn and Watson, Mark and Neustaedter, Carman and Greenberg, Saul",2007,,27,2,GloLamp,A small lamp with a rotating shade with five coloured panels providing five discrete display states,YES,ADAIS,"CONCEPT,PROTOTYPE,DEV","INCREASE_AWARENESS,NOTIFICATION","ENVIRONMENT,SOCIAL,EVENTS",HOME,,,,,,,,,OBJECT,USER_POLL,VISUAL,FAMILY,MEDIUM,"LED,MOTOR",FAMILIAR,YES,,,,,,,,,NONE,"PRESENCE,PULL",AUGMENTATION,YES,FABRICATION,NOT_MENTIONED,,,
bhcdt388ocv,1,dohrInternetThingsAmbient2010,The Internet of Things for Ambient Assisted Living,"Dohr, A. and Modre-Opsrian, R. and Drobics, M. and Hayn, D. and Schreier, G.",2010,,510,48.6,,,,IOT,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bhdpy9htv1,1,varoudisSubtleInterventionsHow2011,Subtle Interventions: How Ambient Displays Influence Route Choice in Buildings.,"Varoudis, T and Dalton, S and Alexiou, K and Zamenopoulos, T",2011,,3,0.3,Skewed perspective ambient display,A large wall-embedded display showing a live skewed-perspective video of a target coffee area to influence pedestrian route choice in a corridor,YES,ADAIS,"EVAL,USECASE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",OTHER,"WORKPLACE,URBAN",,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,PUBLIC,HIGH,SCREEN,ARTIFICIAL,YES,900,WEEKS,IN_LAB,USERS,PROTOTYPE,OBSERVATION,[NA],OBJECTIVE,"AWARENESS_CONSCIOUSNESS,SPATIAL_OBJECT_BINDING",PRESENCE,"AUGMENTATION,MIMICRY",NO,NA,NOT_MENTIONED,,,
bi3g7x6td4c,1,kimDesignRequirementsAmbient2010,Design Requirements for Ambient Display That Supports Sustainable Lifestyle,"Kim, Tanyoung and Hong, Hwajung and Magerko, Brian",2010,,93,8.9,Coralog,Mac OS X Dashboard widget that visualizes computer idle/uptime as the health condition of coral reefs and fish to encourage energy conservation,YES,ADAIS,"PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE","RESOURCES,HEALTH",WORKPLACE,,,,,,,,,USER,USER_POLL,VISUAL,PERSONAL,MEDIUM,SCREEN,ASSOCIATED,YES,52,WEEKS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],"SUBJECTIVE,OBJECTIVE",NONE,PULL,PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
bivb9ins7xn,1,rodriguezAgentbasedAmbientIntelligence2005,Agent-Based Ambient Intelligence for Healthcare,"Rodriguez, Marcela and Favela, Jesus and Preciado, Alfredo",2005,,100,6.5,SALSA-based AmI Hospital System,"An agent-based ambient intelligence system for hospitals that provides context-aware access to patient information via PDAs and public displays showing personalized maps, records and user location",YES,"ADAIS,AMI",USECASE,"INCREASE_AWARENESS,NOTIFICATION,AID_IN_ACTIVITY",HEALTH,MEDICAL,,,,,,,,,USER,MAKE_AWARE,"VISUAL,AUDIO",GROUP,HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,"PUSH,PULL,PRESENCE",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
bjrmx9ln3pm,1,hadjioannouComparisonLocationBased2016,On the Comparison of Location Based Software Solutions Used for Tracking Purposes in Ambient Assisted Living Applications,"Hadjioannou, Vasos and Mavromoustakis, Constandinos X. and Papanikolaou, Katerina and Mastorakis, George and Goleva, Rossitza and Dobre, Ciprian and Batalla, Jordi Mongay",2016,,1,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bk4mq1e8o4j,1,yangSurroundSeeEnablingPeripheral2013,Surround-See: Enabling Peripheral Vision on Smartphones during Active Use,"Yang, Xing-dong and Hasan, Khalad and Bruce, Neil and Irani, Pourang",2013,,47,6.3,Sorround-See,,,,,,,"WORKPLACE,EDUCATION",,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
bklo4tzo9q9,1,franciosoFlexibleThermoelectricGenerator2011,Flexible Thermoelectric Generator for Ambient Assisted Living Wearable Biometric Sensors,"Francioso, L and Pascali, C De and Farella, I and Martucci, C",2011,,228,24,,,,AS,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bl4bwqgw2e,1,denkovskiDeviceGatewayDesign2015,Device Gateway Design for Ambient Assisted Living,"Denkovski, Daniel and Atanasovski, Vladimir and Gavrilovska, Liljana",2015,,3,0.5,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bll0qaubbq,1,normannOntologiesReasoningAmbient2010,Ontologies and Reasoning for Ambient Assisted Living,"Normann, I and Putz, W",2010,,3,0.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bm35ss3f8k,1,mitevIndoorPositioningSmart2016,Indoor Positioning for Smart Ambient Assisted Living Services,"Mitev, M and Stoyneva, SO and Mihovska, A",2016,,2,0.4,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bm3nda4gx75,1,patelVisualFeedbackNonverbal2013,Visual Feedback on Nonverbal Communication: A Design Exploration with Healthcare Professionals,"Patel, Rupa A and Hartzler, Andrea and Pratt, Wanda and Back, Anthony and Czerwinski, Mary and Roseway, Asta",2013,,20,2.7,Lotus flower visualization,"An artistic composite visualization where lotus petals grow over time, with petal size indicating control and petal color indicating affiliation in patient-clinician nonverbal communication",YES,ADAIS,"PROTOTYPE,EVAL,USECASE","INCREASE_AWARENESS,BEHAVIOURAL_CHANGE",HEALTH,MEDICAL,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,PERSONAL,HIGH,SCREEN,ART,YES,7,HOURS,"IN_LAB,IN_PRESENTATION",USERS,SIMULATION,"INTERVIEW,QUESTIONNAIRE",[NA],[NA],NONE,PRESENCE,"CAMOUFLAGE,PERIPHERAL_PLACEMENT",NO,NA,NOT_MENTIONED,,,
bnfgitbwyj9,1,govercinSmartSeniorhomeAcceptanceIntegrated2016,SmartSenior@home: Acceptance of an Integrated Ambient Assisted Living System. Results of a Clinical Field Trial in 35 Households,"Gövercin, M. and Meyer, S. and Schellenbach, M. and Steinhagen-Thiessen, E. and Weiss, B. and Haesner, M.",2016,,28,6.2,SmartSensior@home,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bnoyg25veid,1,ishii2001pinwheels,Pinwheels: Visualizing Information Flow in an Architectural Space,"Ishii, Hiroshi and Ren, Sandia and Frei, Phil",2001,,96,4.9,Pinwheels,Increase people's feeling of being connected to others.,YES,ADAIS,"PROTOTYPE,DEV,USECASE",INCREASE_AWARENESS,"SOCIAL,EVENTS","URBAN,WORKPLACE",,,,,,,,,EVENT,CHANGE_BLIND,VISUAL,PUBLIC,MEDIUM,MOTOR,"ART,ASSOCIATED",NO,,,,,,,,,NONE,"PRESENCE,PUSH","CAMOUFLAGE,PERIPHERAL_PLACEMENT",YES,NONE,NOT_MENTIONED,,,
bohputxuy1,1,rodriguezCarAmbientDisplays2014,In-Car Ambient Displays for Safety Driving Gamification,"Rodríguez, Marcela D. and Roa, Rubén R. and Ibarra, Jorge E. and Curlango, Cecilia M.",2014,,13,2,“In-car ambient display”,HUD + gamification to reduce unsafe driving behaviour,YES,ADAIS,"PROTOTYPE,USECASE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS",SAFETY,TRANSPORT,,,,,,,,,EVENT,MAKE_AWARE,"HAPTIC,VISUAL,SHAPE",PERSONAL,MEDIUM,"MOTOR,SCREEN","FAMILIAR,ASSOCIATED",NO,,,,,,,,,NONE,"PUSH,PRESENCE","AUGMENTATION,PERIPHERAL_PLACEMENT",YES,NONE,NOT_MENTIONED,,,
bpbkjwuh7rq,1,serinoPervasiveComputingParadigms2016,"Pervasive Computing Paradigms for Mental Health: 5th International Conference, MindCare 2015, Milan, Italy, September 24-25, 2015, Revised Selected Papers",,2016,,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bpzom27vgm,1,meersmanHealthServiceDiscovery2013,Health Service Discovery and Composition in Ambient Assisted Living: The Australian Type 2 Diabetes Case Study,"Meersman, Davor and Hadzic, Fedja and Hughes, Jeff and Razo-Zapata, Ivan and Leenheer, Pieter De",2013,,8,1.1,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bqtp2z0ohns,1,manovichPoeticsAugmentedSpace2006,The Poetics of Augmented Space,"Manovich, L.",2006,,564,38.9,,,,,,,,WORKPLACE,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
brr8ccjclou,1,krieg-brucknerMobilitatassistenzImBremen2011,Mobilitätassistenz Im “Bremen Ambient Assisted Living Lab”(BAALL),"Krieg-Brückner, B and Röfer, T and Shi, H and Gersdorf, B",2011,,1,0.1,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bt2lyf5xwyn,1,byrneUserInterfaceDesign2016,User Interface Design for Ambient Assisted Living Systems,"Byrne, Caroline and Collier, Rem and O’Grady, Michael and O’Hare, Gregory M. P.",2016,,,0,,,,,,ASSISTED_LIVING,HEALTH,MEDICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
btv9hg2mafa,1,gentilePlantxelPlantbasedControllable2018,Plantxel: Towards a Plant-based Controllable Display,"Gentile, Vito and Sorce, Salvatore and Elhart, Ivan and Milazzo, Fabrizio",2018,,8,3.2,Plantxel,Pixels made of plants that move due to airflow.,YES,ADAIS,"CONCEPT,PROTOTYPE,DEV",INCREASE_AWARENESS,"RESOURCES,HEALTH",URBAN,,,,,,,,,EVENT,USER_POLL,VISUAL,PUBLIC,LOW,MOTOR,FAMILIAR,YES,,,,,,,,,NONE,PRESENCE,CAMOUFLAGE,YES,NONE,NOT_MENTIONED,,,
bu8fzm36oyu,1,leighTHAWTangibleInteraction2015,THAW: Tangible Interaction with See-Through Augmentation for Smartphones on Computer Screens,"Leigh, Sang-won",2015,,52,9.5,THAW,"A system enabling a smartphone placed on a computer screen to act as a tangible see-through interface, tracked via a color pattern captured by the phone's camera",YES,"TUI,ADAIS","DEV,PROTOTYPE,USECASE",AID_IN_ACTIVITY,OTHER,"WORKPLACE,HOME",,,,,,,,,OBJECT,,HAPTIC,"PERSONAL,GROUP",HIGH,SCREEN,ARTIFICIAL,NO,,,,,,,,,NONE,"PULL,PRESENCE",,NO,NA,NOT_MENTIONED,,,
bue44kmabow,1,vazquezDesignDimensionsAmbient2011,Design Dimensions of Ambient Information Systems to Assist Elderly with Their Activities of Daily Living,"Vazquez, Juan Pablo Garcia and Rodriguez, Marcela D and Andrade, Angel G",2011,,54,5.7,GUIDE-Me,"A set of geometric user interfaces tied to each medicine that highlight when a medicine needs to be taken and show dose, frequency and health problem information",YES,"ADAIS,ADAIS",USECASE,"AID_IN_ACTIVITY,ASSISTED_LIVING,INCREASE_AWARENESS",HEALTH,HOME,,,,,,,,,EVENT,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,SCREEN,ASSOCIATED,YES,,,IN_SITU,,,"HEURISTIC_EVALUATION,INTERVIEW",,,PERIPHERAL_ATTENTION,PUSH,AUGMENTATION,YES,NONE,NOT_MENTIONED,,,
buj407mgng6,1,marques-limaHeuristicEvaluationAmbient2019,Heuristic Evaluation of Ambient Devices Using Smart Materials,"Marques-Lima, Lucas and Faucheu, Jenny",2019,,,0,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,HEURISTIC_EVALUATION,,,,,,,,,,,
buqrblcczac,1,manaDevelopingAmbientIntelligence2008,Developing Ambient Intelligence: Proceedings of the International Conference on Ambient Intelligence Developments (AmI.d'07),,2008,,4,0.3,,,,AMI,,,HEALTH,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
bv6a43e8ah,1,fuchsbergerAmbientAssistedLiving2008,Ambient Assisted Living: Elderly People's Needs and How to Face Them,"Fuchsberger, V",2008,,74,5.9,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bw20u5q0g8f,1,kuznetsovUpStreamMotivatingWater2010,UpStream: Motivating Water Conservation with Low-Cost Water Flow Sensing and Persuasive Displays,"Kuznetsov, Stacey and Paulos, Eric",2010,,142,13.5,UpStream: Numeric Shower Display,A shower-mounted numeric display showing current and average water usage in gallons,YES,ADAIS,PROTOTYPE,"INCREASE_AWARENESS,BEHAVIOURAL_CHANGE","RESOURCES,HEALTH",HOME,,,,,,,,,USER,USER_POLL,VISUAL,HOUSEHOLD,HIGH,SCREEN,ARTIFICIAL,YES,6,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,QUESTIONNAIRE",[NA],"SUBJECTIVE,OBJECTIVE",NONE,PRESENCE,PERIPHERAL_PLACEMENT,YES,POWER,NOT_MENTIONED,,,
bw9ppzub97t,1,morrisBiofeedbackRevisitedDynamic2006,Biofeedback Revisited: Dynamic Displays to Improve Health Trajectories,"Morris, Margaret",2006,,4,0.3,Removing shame from the scale,A display of weight trends depicting water retention as rising tides for heart failure patients,YES,ADAIS,"CONCEPT,PROTOTYPE","BEHAVIOURAL_CHANGE,INCREASE_AWARENESS,NOTIFICATION",HEALTH,"MEDICAL,HOME",,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,PERSONAL,MEDIUM,SCREEN,ASSOCIATED,NO,,,,,,,,,NONE,PRESENCE,CAMOUFLAGE,NA,NA,NA,,,
bx2xx9jwrj5,1,paolaContextawareSystemAmbient2017,A Context-Aware System for Ambient Assisted Living,"Paola, Alessandra De and Ferraro, Pierluca and Gaglio, Salvatore and Re, Giuseppe Lo and Morana, Marco and Ortolani, Marco and Peri, Daniele",2017,,1,0.3,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bxnuywqitgh,1,kuribayashiPlantDisplayTurningHouseplants2006,PlantDisplay: Turning Houseplants into Ambient Display,"Kuribayashi, Satoshi and Wakita, Akira",2006,,41,2.8,PlantDisplay,A living houseplant whose growth is controlled by light and water to display digital information as natural ambience,YES,ADAIS,PROTOTYPE,INCREASE_AWARENESS,SOCIAL,HOME,,,,,,,,,CONTINUOUS,CHANGE_BLIND,"VISUAL,POS",HOUSEHOLD,MEDIUM,"LED,MOTOR",FAMILIAR,YES,,MONTHS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],[NA],NONE,PRESENCE,"AUGMENTATION,MIMICRY",YES,NONE,NOT_MENTIONED,,,
bxx1w5kbaqw,1,schuermannUsageBuildingAutomation2012,Usage of Building Automation Infrastructure for Health-Care and Ambient Assisted Living Applications,"Schuermann, V and Weidauer, C",2012,,2,0.2,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bydje0umo6v,1,funkInteractiveCurtainMedia2015,An Interactive Curtain for Media Usage in the Shower,"Funk, Markus and Schneegass, Stefan and Behringer, Michael and Henze, Niels and Schmidt, Albrecht",2015,,15,2.7,,,,,,INCREASE_AWARENESS,RESOURCES,,,,,,,,,,,,,,,,,YES,,,,,,INTERVIEW,,,,,,,,,,,
c2bqvei1n4c,1,borojeniPeripheralLightCues2016,Peripheral Light Cues for In-Vehicle Task Resumption,"Borojeni, Shadan Sadeghian and Ali, Abdallah El and Heuten, Wilko and Boll, Susanne",2016,,5,1.1,Untitled,,,,,,,,,,,,,,,,,,VISUAL,,,,,YES,,,,,,"INTERVIEW,QUESTIONNAIRE",,,,,,,,,,,
c3g6xuotc6,1,reitbergerInvisibleWorkAmbient2013,Invisible Work: An Ambient System for Awareness and Reflection of Household Tasks,"Reitberger, Wolfgang and Kastenmiller, Martin and Fitzpatrick, Geraldine",2013,,10,1.3,Choreflect,Distributed always-on ambient touchscreen displays (smartphones/tablets) in different rooms of a home that track and visualize household task contributions of inhabitants,YES,ADAIS,PROTOTYPE,INCREASE_AWARENESS,"RESOURCES,HEALTH",HOME,,,,,,,,,CONTINUOUS,USER_POLL,VISUAL,HOUSEHOLD,HIGH,SCREEN,ARTIFICIAL,YES,17,WEEKS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],"SUBJECTIVE,OBJECTIVE",NONE,"PRESENCE,PULL",PERIPHERAL_PLACEMENT,NO,NA,NOT_MENTIONED,,,
c3nhssq3u6q,1,damianAugmentingSocialInteractions2015,Augmenting Social Interactions: Realtime Behavioural Feedback Using Social Signal Processing Techniques,"Damian, Ionut and Tan, Chiew Seng (Sean) and Baur, Tobias and Schöning, Johannes and Luyten, Kris and André, Elisabeth",2015,,64,11.6,Logue,,,,,INCREASE_AWARENESS,"SOCIAL,HEALTH",MEDICAL,,,,,,,,,,,,,,,,YES,,,IN_SITU,,,"INTERVIEW,QUESTIONNAIRE",,,,,,,,,,,
c5hdfu2veo,1,gerschEmpirischGestutzteTypologie2012,… -Eine Empirisch Gestützte Typologie Relevanter Grundtypen Ökonomischer Aktivitäten Zur Nutzung von Ambient Assisted Living in Sich Verändernden …,"Gersch, M and Hewing, M",2012,,24,2.8,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5zcm9qacv,1,sahaPervasiveComputingParadigm2003,Pervasive Computing: A Paradigm for the 21st Century,"Saha, Debashis and Mukherjee, Amitava",2003,,1002,57.3,,,NO,,,,HEALTH,MEDICAL,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,
c7f55k71yzi,1,ayariNovelApproachBased2015,A Novel Approach Based on Commonsense Knowledge Representation and Reasoning in Open World for Intelligent Ambient Assisted Living Services,"Ayari, N. and Chibani, A. and Amirat, Y. and Matson, E. T.",2015,,10,1.8,,,,,,ASSISTED_LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8yz5gz7o6q,1,arroyoArbitratingMultimodalOutputs2003,Arbitrating Multimodal Outputs: Using Ambient Displays as Interruptions,"Arroyo, Ernesto and Selker, Ted",2003,,12,0.7,Multimodal Interruption Interface,A multimodal interface that interrupts users via ambient displays of heat and light acting as external interruption generators,YES,ADAIS,"EVAL,PROTOTYPE","NOTIFICATION,INTERRUPT",EVENTS,WORKPLACE,,,,,,,,,EVENT,INTERRUPT,"VISUAL,HEAT",PERSONAL,LOW,LED,ARTIFICIAL,NO,23,HOURS,IN_LAB,USERS,PROTOTYPE,"TASK_PERFORMANCE,QUESTIONNAIRE",DUAL_TASK,[NA],COGNITIVE_LOAD,PUSH,PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
c928vm0sgkb,1,paayDesignApplianceLevel2014,Design of an Appliance Level Eco-Feedback Display for Domestic Electricity Consumption,"Paay, Jeni and Kjeldskov, Jesper and Skov, Mikael B. and Lund, Dennis and Madsen, Tue and Nielsen, Michael",2014,,19,2.9,PowerViz,"An always-on tablet eco-feedback display showing domestic electricity consumption at appliance level, with an ambient screen saver of hanging light globes representing total household power use",YES,ADAIS,"PROTOTYPE,DEV,EVAL",INCREASE_AWARENESS,RESOURCES,"WORKPLACE,HOME",,,,,,,,,CONTINUOUS,MAKE_AWARE,VISUAL,HOUSEHOLD,HIGH,SCREEN,"ART,ASSOCIATED",YES,11,WEEKS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],SUBJECTIVE,NONE,"PRESENCE,PULL","CAMOUFLAGE,PERIPHERAL_PLACEMENT",NO,NA,YES,,,
c9wf2u40r,1,gunaAmbientVisualizationEnergy2013,Ambient Visualization of Energy Consumption Information,"Guna, Jože and Pogačnik, Matevž",2013,,2,0.3,eAMBI,Vertical wall-mounted controllable colour LED strip showing real-time electrical energy consumption as a VU-meter visualization,YES,ADAIS,"PROTOTYPE,DEV,USECASE",INCREASE_AWARENESS,RESOURCES,HOME,,,,,,,,,CONTINUOUS,CHANGE_BLIND,VISUAL,HOUSEHOLD,MEDIUM,LED,"ART,ASSOCIATED",NO,,,,,,,,,NONE,PRESENCE,"PERIPHERAL_PLACEMENT,CAMOUFLAGE",YES,NOISE,NOT_MENTIONED,,,
ca43uskialf,1,hemmertAmbientLifeInterrupted2008,Ambient Life: Interrupted Permanent Tactile Life-like Actuation as a Status Display in Mobile Phones,"Hemmert, Fabian",2008,,14,1.1,Ambient Life,"A mobile phone that continuously pulses like a heartbeat via its vibration motor, stopping the pulse when the phone needs the user's attention",YES,ADAIS,"PROTOTYPE,EVAL,USECASE","NOTIFICATION,INCREASE_AWARENESS",EVENTS,OTHER,,,,,,,,,CONTINUOUS,CHANGE_BLIND,HAPTIC,PERSONAL,LOW,MOTOR,ARTIFICIAL,YES,6,DAYS,IN_SITU,USERS,PROTOTYPE,INTERVIEW,[NA],[NA],AWARENESS_CONSCIOUSNESS,PRESENCE,"MIMICRY,AUGMENTATION",NO,NA,NOT_MENTIONED,,,
ca9nyexffl7,1,matthewsToolkitManagingUser2004,A Toolkit for Managing User Attention in Peripheral Displays,"Matthews, Tara and Dey, Anind K. and Mankoff, Jennifer and Carter, Scott and Rattenbury, Tye",2004,,211,12.8,Bus LED,Six columns of LED lights that progressively light up to indicate how soon buses will arrive at a bus stop,NO,ADAIS,"DEV,PROTOTYPE","INCREASE_AWARENESS,NOTIFICATION",EVENTS,WORKPLACE,,,,,,,,,CONTINUOUS,INTERRUPT,VISUAL,PERSONAL,MEDIUM,LED,ARTIFICIAL,NO,,,,,,,,,"PERIPHERAL_ATTENTION,AWARENESS_CONSCIOUSNESS","PRESENCE,PUSH",PERIPHERAL_PLACEMENT,YES,NONE,NOT_MENTIONED,,,
cag4b1mcoj7,1,cornejo-garciaStrengtheningEldersSocial2010,Strengthening Elder's Social Networks through Ambient Information Systems and SNS,"Cornejo-García, R",2010,,5,0.5,ePortrait,Digital picture frame that displays photos uploaded by relatives to the family's Facebook community,YES,ADAIS,"PROTOTYPE,USECASE,EVAL","INCREASE_AWARENESS,ASSISTED_LIVING","SOCIAL,EVENTS",HOME,,,,,,,,,USER,USER_POLL,VISUAL,FAMILY,HIGH,SCREEN,FAMILIAR,YES,1,WEEKS,IN_SITU,USERS,PROTOTYPE,"INTERVIEW,OBSERVATION",[NA],"OBJECTIVE,SUBJECTIVE",NONE,PRESENCE,AUGMENTATION,NO,NA,NOT_MENTIONED,,,
